AreaID,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
1.0,0.011160714285714624,0.02232142857142925,0.0,0.12723214285714254,0.2544642857142851,0.22991071428571394,0.428571428571428,0.5647321428571422,0.5491071428571417,0.624999999999998,0.7566964285714275,0.8124999999999984,0.9665178571428561,0.9620535714285703,1.0,0.941964285714285,0.9330357142857133,0.8816964285714282,0.886160714285713,0.886160714285713,0.886160714285713,0.8459821428571414,0.8013392857142849,0.7499999999999987,0.7499999999999987,0.7299107142857134,0.6383928571428545,0.6205357142857112,0.6205357142857112,0.6205357142857112,0.624999999999997,0.624999999999997,0.624999999999997,0.624999999999997,0.624999999999997,0.624999999999997,0.624999999999997,0.624999999999997,0.624999999999997,0.624999999999997,0.624999999999997,0.624999999999997,0.624999999999997,0.624999999999997,0.624999999999997,0.624999999999997,0.624999999999997,0.624999999999997,0.624999999999997
2.0,0.023762376237624425,0.0,0.12871287128712952,0.20594059405940518,0.2673267326732664,0.3326732673267308,0.31089108910890934,0.4257425742574246,0.4673267326732664,0.6138613861386124,0.653465346534653,0.9247524752475245,0.9940594059405939,1.0,1.0,0.9326732673267326,0.9742574257425726,0.9881188118811859,0.99207920792079,0.99207920792079,0.942574257425741,0.893069306930692,0.893069306930692,0.893069306930692,0.897029702970296,0.897029702970296,0.8554455445544542,0.8554455445544542,0.8237623762376226,0.796039603960395,0.7564356435643552,0.7564356435643552,0.7564356435643552,0.7564356435643552,0.7564356435643552,0.7564356435643552,0.7564356435643552,0.7564356435643552,0.7564356435643552,0.7564356435643552,0.7564356435643552,0.7564356435643552,0.7564356435643552,0.7564356435643552,0.7564356435643552,0.7564356435643552,0.7564356435643552,0.7564356435643552,0.7564356435643552
3.0,0.0,0.04060913705583717,0.06091370558375655,0.13197969543147198,0.24873096446700524,0.2893401015228432,0.34179357021996587,0.5397631133671751,0.5752961082910324,0.6649746192893414,0.6971235194585454,0.871404399323182,1.0,0.9340101522842644,0.9492385786802039,0.9509306260575305,0.9509306260575305,0.9796954314720822,0.9407783417935709,0.8934010152284272,0.8730964467005087,0.8730964467005087,0.8527918781725901,0.79864636209814,0.79864636209814,0.7834179357022012,0.7478849407783431,0.7478849407783431,0.7478849407783431,0.6920473773265664,0.6785109983079535,0.6785109983079535,0.6785109983079535,0.6785109983079535,0.6785109983079535,0.6785109983079535,0.6785109983079535,0.6785109983079535,0.6785109983079535,0.6785109983079535,0.6785109983079535,0.6785109983079535,0.6785109983079535,0.6785109983079535,0.6785109983079535,0.6785109983079535,0.6785109983079535,0.6785109983079535,0.6785109983079535
4.0,0.0,0.04601769911504393,0.23008849557522046,0.27787610619469005,0.28495575221238933,0.4230088495575211,0.5415929203539814,0.5592920353982297,0.6283185840707964,0.7876106194690262,0.8690265486725659,0.87787610619469,1.0,0.9840707964601774,0.9787610619469028,0.9380530973451326,0.934513274336283,0.8938053097345127,0.8938053097345127,0.8938053097345127,0.8654867256637162,0.8442477876106191,0.7823008849557526,0.7469026548672567,0.7274336283185836,0.6884955752212382,0.6920353982300879,0.6548672566371673,0.6230088495575211,0.5876106194690254,0.5876106194690254,0.5592920353982289,0.5592920353982289,0.5592920353982289,0.5592920353982289,0.5592920353982289,0.5592920353982289,0.5592920353982289,0.5592920353982289,0.5592920353982289,0.5592920353982289,0.5592920353982289,0.5592920353982289,0.5592920353982289,0.5592920353982289,0.5592920353982289,0.5592920353982289,0.5592920353982289,0.5592920353982289
5.0,0.0,0.07563025210084136,0.06932773109243784,0.22268907563025309,0.21218487394958055,0.3865546218487399,0.3865546218487409,0.48529411764705893,0.5147058823529411,0.6176470588235301,0.7100840336134455,0.7773109243697479,0.901260504201681,0.9327731092436976,0.9495798319327737,0.9390756302521012,0.9747899159663859,1.0,0.9642857142857133,0.9474789915966373,0.9474789915966373,0.9243697478991576,0.8718487394957969,0.8277310924369742,0.8634453781512608,0.8634453781512608,0.8361344537815122,0.802521008403361,0.7436974789915977,0.7436974789915977,0.7436974789915977,0.7373949579831932,0.7373949579831932,0.7373949579831932,0.7373949579831932,0.7373949579831932,0.7373949579831932,0.7373949579831932,0.7373949579831932,0.7373949579831932,0.7373949579831932,0.7373949579831932,0.7373949579831932,0.7373949579831932,0.7373949579831932,0.7373949579831932,0.7373949579831932,0.7373949579831932,0.7373949579831932
6.0,0.0,0.0495575221238935,0.12389380530973458,0.2601769911504421,0.3097345132743365,0.4106194690265483,0.45663716814159216,0.5575221238938048,0.6070796460176991,0.5911504424778765,0.7097345132743367,0.7575221238938054,0.955752212389381,0.9911504424778759,0.9964601769911503,1.0,0.9433628318584072,0.9203539823008844,0.9256637168141589,0.904424778761061,0.8743362831858398,0.838938053097344,0.8106194690265477,0.8106194690265477,0.807079646017698,0.7539823008849548,0.7309734513274329,0.7309734513274329,0.7309734513274329,0.6743362831858393,0.6743362831858393,0.7079646017699102,0.7079646017699102,0.7079646017699102,0.7079646017699102,0.7079646017699102,0.7079646017699102,0.7079646017699102,0.7079646017699102,0.7079646017699102,0.7079646017699102,0.7079646017699102,0.7079646017699102,0.7079646017699102,0.7079646017699102,0.7079646017699102,0.7079646017699102,0.7079646017699102,0.7079646017699102
7.0,0.0,0.03610108303249117,0.07220216606498064,0.1516245487364614,0.18953068592057631,0.27436823104693,0.3231046931407934,0.5180505415162469,0.6028880866426005,0.64259927797834,0.72563176895307,0.8971119133574011,0.9530685920577621,0.9783393501805057,0.9765342960288811,0.9675090252707589,0.9747292418772564,0.9981949458483754,1.0,1.0,0.9891696750902532,0.967509025270758,0.9404332129963898,0.9350180505415161,0.9205776173285193,0.8971119133573995,0.8664259927797829,0.7888086642599277,0.7617328519855595,0.7509025270758118,0.7057761732851977,0.7057761732851977,0.7057761732851977,0.7057761732851977,0.7057761732851977,0.7057761732851977,0.7057761732851977,0.7057761732851977,0.7057761732851977,0.7057761732851977,0.7057761732851977,0.7057761732851977,0.7057761732851977,0.7057761732851977,0.7057761732851977,0.7057761732851977,0.7057761732851977,0.7057761732851977,0.7057761732851977
8.0,0.0,0.03441682600382412,0.173996175908222,0.27724665391969344,0.32313575525812593,0.3785850860420653,0.4225621414913964,0.5258126195028687,0.6768642447418741,0.6883365200764824,0.7667304015296376,0.8871892925430216,0.9980879541108995,1.0,0.8470363288718933,0.8623326959847044,0.8738049713193119,0.8661567877629063,0.8757170172084123,0.8432122370936896,0.8546845124282979,0.8546845124282979,0.8814531548757165,0.845124282982791,0.8317399617590813,0.8317399617590813,0.8317399617590813,0.8317399617590813,0.8087954110898655,0.8087954110898655,0.8298279158699808,0.8298279158699808,0.8298279158699808,0.8298279158699808,0.8298279158699808,0.8298279158699808,0.8298279158699808,0.8298279158699808,0.8298279158699808,0.8298279158699808,0.8298279158699808,0.8298279158699808,0.8298279158699808,0.8298279158699808,0.8298279158699808,0.8298279158699808,0.8298279158699808,0.8298279158699808,0.8298279158699808
9.0,0.0,0.182926829268292,0.24999999999999833,0.32723577235772217,0.44512195121951115,0.4593495934959343,0.522357723577234,0.548780487804877,0.5975609756097545,0.6300813008130065,0.7012195121951204,0.8699186991869902,0.9532520325203239,0.9776422764227627,0.979674796747966,0.9979674796747957,0.9939024390243891,0.9898373983739834,1.0,0.9654471544715447,0.9573170731707314,0.9573170731707314,0.8861788617886186,0.8353658536585378,0.8353658536585378,0.8394308943089444,0.8109756097560991,0.7662601626016272,0.7459349593495941,0.7459349593495941,0.7459349593495941,0.7215447154471554,0.7215447154471554,0.7215447154471554,0.7215447154471554,0.7215447154471554,0.7215447154471554,0.7215447154471554,0.7215447154471554,0.7215447154471554,0.7215447154471554,0.7215447154471554,0.7215447154471554,0.7215447154471554,0.7215447154471554,0.7215447154471554,0.7215447154471554,0.7215447154471554,0.7215447154471554
10.0,0.0,0.28497409326424905,0.3652849740932631,0.43782383419689075,0.45077720207253874,0.43782383419689075,0.5673575129533672,0.7150259067357497,0.8134715025906722,0.9300518134715019,0.94300518134715,0.94300518134715,0.9611398963730572,1.0,0.9948186528497396,0.9637305699481855,0.94300518134715,0.8860103626943011,0.9145077720207255,0.9145077720207255,0.8911917098445591,0.8471502590673571,0.8238341968911919,0.790155440414507,0.790155440414507,0.683937823834197,0.683937823834197,0.6321243523316061,0.6010362694300521,0.4922279792746124,0.43782383419689197,0.43782383419689197,0.43782383419689197,0.43782383419689197,0.43782383419689197,0.43782383419689197,0.43782383419689197,0.43782383419689197,0.43782383419689197,0.43782383419689197,0.43782383419689197,0.43782383419689197,0.43782383419689197,0.43782383419689197,0.43782383419689197,0.43782383419689197,0.43782383419689197,0.43782383419689197,0.43782383419689197
11.0,0.0,0.09036144578313209,0.12048192771084279,0.2108433734939758,0.42971887550200805,0.536144578313253,0.5481927710843367,0.5502008032128508,0.6485943775100393,0.6746987951807228,0.7248995983935727,0.8293172690763035,0.9799196787148589,0.9859437751004012,1.0,0.9718875502008034,0.9176706827309234,0.9357429718875485,0.9176706827309224,0.83734939759036,0.83734939759036,0.803212851405621,0.7349397590361442,0.7349397590361442,0.7168674698795172,0.7168674698795172,0.6405622489959829,0.6405622489959829,0.6405622489959829,0.5903614457831321,0.5903614457831321,0.5943775100401603,0.5943775100401603,0.5943775100401603,0.5943775100401603,0.5943775100401603,0.5943775100401603,0.5943775100401603,0.5943775100401603,0.5943775100401603,0.5943775100401603,0.5943775100401603,0.5943775100401603,0.5943775100401603,0.5943775100401603,0.5943775100401603,0.5943775100401603,0.5943775100401603,0.5943775100401603
12.0,0.0,0.05617977528089875,0.11048689138576748,0.1966292134831465,0.24157303370786515,0.24344569288389517,0.33707865168539247,0.4700374531835202,0.6479400749063683,0.7022471910112379,0.7546816479400758,0.9606741573033714,0.9550561797752813,0.9157303370786519,0.9194756554307119,0.926966292134832,0.9681647940074914,0.9775280898876407,1.0,0.9625468164794014,0.9625468164794014,0.917602996254681,0.917602996254681,0.9007490636704117,0.8576779026217223,0.7996254681647943,0.7996254681647943,0.7247191011235954,0.7022471910112361,0.6872659176029959,0.6872659176029959,0.6516853932584257,0.6516853932584257,0.6516853932584257,0.6516853932584257,0.6516853932584257,0.6516853932584257,0.6516853932584257,0.6516853932584257,0.6516853932584257,0.6516853932584257,0.6516853932584257,0.6516853932584257,0.6516853932584257,0.6516853932584257,0.6516853932584257,0.6516853932584257,0.6516853932584257,0.6516853932584257
13.0,0.0,0.15127701375245628,0.28683693516699466,0.3929273084479379,0.4715127701375256,0.6601178781925351,0.7367387033398831,0.6974459724950892,0.7013752455795688,0.6620825147347749,0.8546168958742638,0.9037328094302565,1.0,0.9921414538310401,0.9980353634577602,0.9862475442043218,0.9508840864440075,0.9646365422396856,0.9253438113948909,0.9430255402750476,0.9351669941060886,0.9273084479371305,0.8958742632612956,0.8958742632612956,0.8958742632612956,0.8703339882121799,0.815324165029469,0.7858546168958748,0.7858546168958748,0.7210216110019643,0.6935166994106089,0.662082514734774,0.662082514734774,0.662082514734774,0.662082514734774,0.662082514734774,0.662082514734774,0.662082514734774,0.662082514734774,0.662082514734774,0.662082514734774,0.662082514734774,0.662082514734774,0.662082514734774,0.662082514734774,0.662082514734774,0.662082514734774,0.662082514734774,0.662082514734774
