AreaID,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
1,0.0,0.05865921787709551,0.05865921787709551,0.05865921787709551,0.07821229050279445,0.036312849162012314,0.08659217877095113,0.10893854748603564,0.1648044692737469,0.26256983240223636,0.1983240223463697,0.14525139664804532,0.20949720670391195,0.4134078212290528,0.46927374301676145,0.46927374301676145,0.4189944134078239,0.3910614525139683,0.2569832402234652,0.23463687150838072,0.24022346368715183,0.31843575418994496,0.43296089385475045,0.4888268156424604,0.48324022346368795,0.5055865921787711,0.5167597765363133,0.6620111731843588,0.6871508379888275,0.653631284916202,0.628491620111732,0.628491620111732,0.5810055865921787,0.5810055865921787,0.5810055865921787,0.6648044692737429,0.7234636871508372,0.7234636871508372,0.8324022346368715,0.8324022346368715,0.8798882681564247,0.8798882681564247,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0.029629629629629364,0.09135802469135845,0.0,0.0765432098765432,0.04444444444444347,0.08888888888888694,0.07407407407407283,0.04444444444444347,0.04444444444444347,0.022222222222221734,0.06666666666666636,0.07160493827160362,0.11851851851851745,0.1679012345679005,0.18024691358024655,0.18024691358024655,0.10864197530864177,0.13333333333333272,0.2370370370370372,0.2370370370370372,0.23950617283950643,0.2765432098765423,0.28148148148148067,0.35061728395061625,0.4395061728395055,0.44691358024691313,0.4987654320987654,0.4814814814814809,0.5160493827160487,0.5407407407407396,0.5975308641975303,0.580246913580247,0.6320987654320993,0.6320987654320993,0.6320987654320993,0.6987654320987656,0.7876543209876538,0.841975308641974,0.841975308641974,0.841975308641974,0.9432098765432093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,0.08616780045351402,0.08616780045351402,0.00453514739229038,0.00453514739229038,0.04535147392290273,0.024943310657596026,0.0,0.07029478458049876,0.0816326530612247,0.2244897959183674,0.33786848072562264,0.3129251700680266,0.25623582766439795,0.2743764172335584,0.26757369614512283,0.20861678004535003,0.12018140589569028,0.14058956916099646,0.21541950113378558,0.21541950113378558,0.21995464852607596,0.2517006802721086,0.3877551020408168,0.3877551020408168,0.46712018140589634,0.4784580498866212,0.523809523809524,0.5759637188208612,0.5555555555555545,0.5941043083900217,0.5941043083900217,0.5941043083900217,0.5759637188208602,0.609977324263037,0.609977324263037,0.609977324263037,0.7528344671201807,0.7981859410430845,0.8548752834467122,0.8548752834467122,0.8548752834467122,0.9047619047619052,0.963718820861678,1.0,1.0,1.0,1.0,1.0,1.0
4,0.04545454545454562,0.0,0.01604278074866235,0.05080213903743224,0.029411764705883275,0.029411764705883275,0.03475935828876989,0.024064171122994152,0.06951871657753977,0.0,0.07219251336898372,0.07754010695187158,0.11764705882352808,0.08288770053475819,0.09090909090909,0.09625668449197787,0.14705882352941135,0.1951871657754009,0.2379679144385026,0.24064171122994654,0.37433155080214076,0.3395721925133696,0.3021390374331558,0.26470588235294196,0.33422459893048173,0.393048128342247,0.43582887700534745,0.3957219251336897,0.4893048128342249,0.5160427807486629,0.5213903743315496,0.6417112299465241,0.6925133689839577,0.737967914438502,0.737967914438502,0.737967914438502,0.737967914438502,0.868983957219251,0.9090909090909087,0.9598930481283422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,0.0,0.09595959595959513,0.07323232323232294,0.08333333333333333,0.03535353535353517,0.07070707070707034,0.06060606060605996,0.05303030303030335,0.1388888888888881,0.1641414141414129,0.09090909090909112,0.09595959595959751,0.15404040404040367,0.1060606060606067,0.1060606060606067,0.1616161616161603,0.18434343434343367,0.2727272727272722,0.28535353535353397,0.35101010101010033,0.35101010101010033,0.37626262626262513,0.3989898989898985,0.3989898989898985,0.4015151515151499,0.4065656565656563,0.43434343434343364,0.4116161616161615,0.43434343434343364,0.3686868686868685,0.30555555555555597,0.30555555555555597,0.4848484848484856,0.5378787878787877,0.5934343434343425,0.6540404040404049,0.6540404040404049,0.7803030303030312,0.7803030303030312,0.8409090909090912,0.8409090909090912,0.8409090909090912,0.8409090909090912,1.0,1.0,1.0,1.0,1.0,1.0
6,0.0,0.17535545023696855,0.15876777251184848,0.23222748815165992,0.23222748815165992,0.24407582938388775,0.30331753554502466,0.3104265402843614,0.2819905213270146,0.2938388625592424,0.2606635071090056,0.2061611374407598,0.2559241706161156,0.2559241706161156,0.376777251184835,0.42180094786729966,0.4478672985781998,0.49526066350710996,0.4312796208530819,0.4454976303317542,0.5497630331753569,0.5189573459715645,0.47630331753554545,0.5568720379146925,0.6303317535545039,0.6872037914691953,0.75355450236967,0.7796208530805713,0.8862559241706173,0.8672985781990517,0.829383886255926,0.8838862559241717,0.855450236966826,0.8080568720379158,0.7725118483412334,0.7725118483412334,0.8222748815165881,0.8222748815165881,0.8222748815165881,0.8222748815165881,0.8862559241706162,0.9454976303317542,0.9454976303317542,1.0,1.0,1.0,1.0,1.0,1.0
7,0.036697247706421014,0.09862385321100794,0.08715596330275178,0.025229357798165923,0.0,0.025229357798164848,0.05275229357798007,0.10091743119265939,0.16055045871559595,0.23394495412844013,0.23394495412844013,0.2408256880733934,0.20642201834862275,0.27981651376146693,0.3211009174311919,0.2935779816513756,0.2408256880733934,0.2706422018348622,0.3394495412844035,0.5298165137614672,0.5573394495412834,0.658256880733944,0.6513761467889907,0.6422018348623849,0.7018348623853214,0.720183486238532,0.7018348623853214,0.7568807339449551,0.7912844036697257,0.7775229357798181,0.7293577981651389,0.7500000000000008,0.7683486238532113,0.7683486238532113,0.8784403669724776,0.9105504587155968,0.9472477064220188,0.9472477064220188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,0.0,0.016985138004245764,0.019108280254776608,0.11889596602972233,0.08704883227176065,0.11677282377919199,0.12951167728237656,0.18046709129511582,0.20382165605095412,0.17834394904458498,0.17834394904458498,0.21868365180467003,0.21019108280254667,0.19532908704883176,0.21019108280254667,0.20169851380042428,0.21443736730360835,0.21443736730360835,0.21443736730360835,0.2399150743099785,0.3354564755838645,0.37367303609341873,0.4437367303609346,0.4692144373673047,0.5774946921443739,0.5711252653927813,0.6263269639065833,0.6093418259023375,0.7303609341825916,0.7388535031847141,0.7388535031847141,0.7303609341825906,0.7728237791932056,0.7622080679405524,0.7622080679405524,0.7622080679405524,0.7622080679405524,0.8195329087048832,0.8195329087048832,0.8195329087048832,0.9087048832271757,0.9087048832271757,0.9554140127388533,1.0,1.0,1.0,1.0,1.0,1.0
9,0.0071942446043167406,0.0,0.0071942446043167406,0.021582733812950224,0.043165467625899324,0.043165467625899324,0.15107913669064707,0.12949640287769795,0.1366906474820147,0.2589928057553948,0.2757793764988005,0.17985611510791402,0.3165467625899276,0.28776978417266064,0.32374100719424437,0.3477218225419657,0.3477218225419657,0.3285371702637877,0.36930455635491477,0.3429256594724212,0.35731414868105466,0.3477218225419657,0.3525179856115102,0.4028776978417274,0.44364508393285446,0.45323741007194346,0.47482014388489363,0.4580335731414879,0.42925659472422095,0.4532374100719423,0.49160671462829714,0.49160671462829714,0.510791366906474,0.5899280575539559,0.6618705035971222,0.6954436450839325,0.7745803357314144,0.8369304556354917,0.8369304556354917,0.8944844124700245,0.8944844124700245,0.8944844124700245,0.8944844124700245,1.0,1.0,1.0,1.0,1.0,1.0
10,0.08417508417508184,0.08417508417508184,0.06734006734006452,0.06734006734006452,0.0,0.0,0.14814814814814603,0.14814814814814603,0.17171717171716872,0.30639730639730406,0.390572390572389,0.38720538720538555,0.38720538720538555,0.4579124579124567,0.5824915824915817,0.5690235690235679,0.5454545454545452,0.5488215488215487,0.4680134680134671,0.3535353535353509,0.2794612794612779,0.3265993265993264,0.4444444444444444,0.5420875420875417,0.6195286195286198,0.8282828282828297,0.760942760942762,0.7912457912457916,0.8350168350168351,0.8249158249158247,0.9090909090909081,0.720538720538722,0.720538720538722,0.6363636363636371,0.6363636363636371,0.6363636363636371,0.7104377104377116,0.7104377104377116,0.8383838383838386,0.8922558922558923,0.8922558922558923,0.8922558922558923,0.9562289562289565,1.0,1.0,1.0,1.0,1.0,1.0
11,0.11049723756906234,0.13812154696132695,0.008287292817681069,0.04419889502762416,0.03314917127071909,0.05801104972375711,0.10773480662983445,0.08287292817679513,0.10220994475137998,0.10220994475137998,0.07182320441988878,0.07458563535911536,0.0,0.06077348066298241,0.14088397790055096,0.16574585635359027,0.16850828729281686,0.24585635359116012,0.32872928176795524,0.28729281767955767,0.33149171270718186,0.4033149171270719,0.3756906077348073,0.5165745856353583,0.5,0.5773480662983419,0.616022099447513,0.7430939226519322,0.8259668508287287,0.8259668508287287,0.7624309392265184,0.6878453038674017,0.6878453038674017,0.6961325966850814,0.660220994475137,0.660220994475137,0.7790055248618779,0.8342541436464097,0.9558011049723758,0.9558011049723758,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,0.01416430594900893,0.025495750708216077,0.02832861189801786,0.0,0.09348441926345628,0.17847025495750724,0.11048158640226569,0.011331444759207145,0.016997167138810717,0.06515580736543843,0.07932011331444735,0.08498583569405094,0.1473087818696889,0.008498583569405358,0.008498583569405358,0.08498583569405226,0.1473087818696889,0.20963172804532687,0.16997167138810318,0.3852691218130323,0.4305949008498596,0.43626062322946313,0.464589235127481,0.67988668555241,0.6515580736543922,0.6713881019830035,0.6685552407932016,0.7393767705382437,0.8215297450424941,0.7875354107648727,0.7875354107648727,0.69971671388102,0.7365439093484418,0.7110481586402257,0.7110481586402257,0.7733711048158637,0.7733711048158637,0.7733711048158637,0.7733711048158637,0.8866855524079326,0.9433427762039656,0.9433427762039656,0.9433427762039656,1.0,1.0,1.0,1.0,1.0,1.0
13,0.07197943444730157,0.07197943444730157,0.0,0.053984575835477076,0.05655526992287954,0.07197943444730157,0.18251928020565578,0.16709511568123495,0.14395886889460313,0.15424164524421902,0.15424164524421902,0.15681233933162148,0.17480719794344718,0.2210796915167108,0.24678663239074752,0.3419023136246797,0.2544987146529573,0.31105398457583566,0.46786632390745475,0.49357326478149144,0.5269922879177379,0.5141388174807195,0.5192802056555269,0.5244215938303343,0.5244215938303343,0.6195372750642677,0.6298200514138811,0.5964010282776359,0.624678663239075,0.624678663239075,0.624678663239075,0.75064267352185,0.6966580976863741,0.7017994858611815,0.7660668380462733,0.8251928020565564,0.8251928020565564,0.9537275064267351,0.9537275064267351,0.9537275064267351,0.9537275064267351,0.9537275064267351,1.0,1.0,1.0,1.0,1.0,1.0,1.0
