BuildingID,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
4,2825.3452938,2825.3452938,2825.3452938,2825.3452938,2825.3452938,2825.3452938,2825.3452938,2825.3452938,2825.3452938,2825.3452938,2825.3452938,2825.3452938,2825.3452938,2825.3452938,1872.7302894000002,1872.7302894000002,1872.7302894000002,1872.7302894000002,1872.7302894000002,1872.7302894000002,1872.7302894000002,1872.7302894000002,1872.7302894000002,-173.08408458,-173.08408458,-173.08408458,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296,-247.42639296
5,8085.279438,8085.279438,5164.812906600001,5164.812906600001,5164.812906600001,5164.812906600001,4342.459046399998,4342.459046399998,4342.459046399998,4342.459046399998,4342.459046399998,4342.459046399998,4342.459046399998,4342.459046399998,4342.459046399998,4342.459046399998,4342.459046399998,4342.459046399998,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726,2296.6446726
6,7976.927766,7976.927766,6268.882902,6268.882902,6268.882902,6268.882902,6268.882902,6268.882902,6268.882902,6268.882902,6268.882902,6268.882902,6268.882902,3694.9937298,3694.9937298,3694.9937298,3694.9937298,3694.9937298,3694.9937298,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566,1649.1793566
7,9467.971824,9467.971824,9467.971824,9467.971824,9467.971824,9467.971824,9467.971824,9467.971824,9467.971824,9467.971824,9467.971824,7422.1574519999995,7422.1574519999995,7422.1574519999995,3832.3732326,3832.3732326,3832.3732326,3832.3732326,3832.3732326,3832.3732326,3832.3732326,3832.3732326,3832.3732326,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995,2941.4326055999995
8,8732.09283,8732.09283,8732.09283,5462.129688,5462.129688,5462.129688,5462.129688,5462.129688,5462.129688,5462.129688,5462.129688,5462.129688,5462.129688,5462.129688,5462.129688,5462.129688,5462.129688,4226.0105532,4226.0105532,4226.0105532,4226.0105532,4226.0105532,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794,2180.1961794
9,10914.57855,10914.57855,6517.0901460000005,6517.0901460000005,4471.2757704,4471.2757704,4471.2757704,4471.2757704,4471.2757704,4471.2757704,4471.2757704,4471.2757704,4471.2757704,4471.2757704,4471.2757704,4471.2757704,4471.2757704,4471.2757704,4471.2757704,4471.2757704,4471.2757704,4471.2757704,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856,3973.9361856
10,6927.448565999999,6927.448565999999,6927.448565999999,6927.448565999999,6927.448565999999,6927.448565999999,6927.448565999999,6927.448565999999,6927.448565999999,6927.448565999999,6927.448565999999,6927.448565999999,6927.448565999999,6927.448565999999,6927.448565999999,6927.448565999999,6927.448565999999,4881.634189199999,4881.634189199999,4881.634189199999,4881.634189199999,4881.634189199999,2291.8735194,2291.8735194,2291.8735194,2291.8735194,2291.8735194,2291.8735194,2291.8735194,2291.8735194,2291.8735194,2291.8735194,2291.8735194,2291.8735194,2291.8735194,2291.8735194,1413.5096382000002,1413.5096382000002,1413.5096382000002,1413.5096382000002,1413.5096382000002,1413.5096382000002,1413.5096382000002,1413.5096382000002,1413.5096382000002,1413.5096382000002,1413.5096382000002,1413.5096382000002,1413.5096382000002
11,16846.963133999998,16846.963133999998,16846.963133999998,16846.963133999998,16846.963133999998,16846.963133999998,16846.963133999998,16846.963133999998,16846.963133999998,16846.963133999998,16846.963133999998,16846.963133999998,10924.398348,10924.398348,10924.398348,10924.398348,10924.398348,10924.398348,10924.398348,10924.398348,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998,7751.002547999998
12,10424.863404000002,10424.863404000002,10424.863404000002,10424.863404000002,10424.863404000002,10424.863404000002,10424.863404000002,10424.863404000002,10424.863404000002,10424.863404000002,10424.863404000002,10424.863404000002,10424.863404000002,10424.863404000002,8379.049031999999,8379.049031999999,8379.049031999999,8379.049031999999,3436.8229565999995,3436.8229565999995,3436.8229565999995,3436.8229565999995,3436.8229565999995,3436.8229565999995,3436.8229565999995,3436.8229565999995,3436.8229565999995,3436.8229565999995,3436.8229565999995,3436.8229565999995,3436.8229565999995,3436.8229565999995,3436.8229565999995,3436.8229565999995,3243.9351018,3243.9351018,3243.9351018,3243.9351018,3243.9351018,3243.9351018,3243.9351018,3243.9351018,3243.9351018,3243.9351018,3243.9351018,3243.9351018,3243.9351018,3243.9351018,3243.9351018
13,4405.5349536,2998.1077518,2998.1077518,2998.1077518,2998.1077518,2998.1077518,2998.1077518,2998.1077518,2998.1077518,2998.1077518,2998.1077518,2998.1077518,2998.1077518,2998.1077518,2998.1077518,2998.1077518,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922,2032.6391922
14,10364.138586,10364.138586,10364.138586,10364.138586,10364.138586,10364.138586,10364.138586,10364.138586,10364.138586,10364.138586,10364.138586,8318.324214,8318.324214,8318.324214,8318.324214,8318.324214,8318.324214,8318.324214,8318.324214,8318.324214,8318.324214,8318.324214,8318.324214,8318.324214,8318.324214,8318.324214,8318.324214,8318.324214,8318.324214,8318.324214,8318.324214,5525.8144224,5525.8144224,5525.8144224,5525.8144224,5525.8144224,5525.8144224,5525.8144224,5525.8144224,5525.8144224,5525.8144224,5525.8144224,5525.8144224,5525.8144224,5525.8144224,5525.8144224,5525.8144224,5525.8144224,5525.8144224
15,7106.527734,7106.527734,7106.527734,7106.527734,7106.527734,7106.527734,7106.527734,6848.9678159999985,6848.9678159999985,6848.9678159999985,6848.9678159999985,6848.9678159999985,6848.9678159999985,6848.9678159999985,6848.9678159999985,6848.9678159999985,6848.9678159999985,6848.9678159999985,6848.9678159999985,6848.9678159999985,6848.9678159999985,6848.9678159999985,6848.9678159999985,6848.9678159999985,6848.9678159999985,4347.0937308,4347.0937308,4347.0937308,2301.279357,2301.279357,2301.279357,2301.279357,2301.279357,2301.279357,2301.279357,2301.279357,2301.279357,2301.279357,2301.279357,2301.279357,2301.279357,2301.279357,2301.279357,2301.279357,2301.279357,2301.279357,2301.279357,2301.279357,2301.279357
